Model,Base Model,Family,Calibration,Evaluation Window,Rows,Positive Rows,Positive Rate,Score Type,Average Precision,ROC AUC,Brier Score,Log Loss,ECE Quantile 10,Fit Seconds,Predict Seconds,Calibration Seconds,Workflow Seconds,CV/Validation Average Precision,Best Params,Timing Notes
TabPFN[Direct allocation scorer] Calibration Base,TabPFN,direct_tfm_calibration_base,none_calibration_base,calibration,600,120,0.2,probability,0.2809424301758383,0.614375,0.15668929914740287,0.49272384892978505,0.04330199406792721,8.576021062000109,52.85328566399994,0.0,61.42930672600005,,,direct TFM context excludes calibration-window labels
XGBoost[GPU allocation scorer] Calibration Base,XGBoost,gpu_boosted_tree_calibration_base,none_calibration_base,calibration,600,120,0.2,probability,0.27629707158336203,0.5996701388888889,0.19975436278437647,0.5821257213781191,0.18809744896988076,4636.428179654001,0.04755573900001764,0.0,4636.475735393001,0.2557417347282964,"{""colsample_bylevel"": 0.8501789149863856, ""colsample_bytree"": 0.9156636282310683, ""gamma"": 2.4872821269855114, ""learning_rate"": 0.01640239111974583, ""max_bin"": 800, ""max_delta_step"": 5, ""max_depth"": 4, ""min_child_weight"": 49.757297681345996, ""n_estimators"": 1843, ""reg_alpha"": 19.49302858678736, ""reg_lambda"": 6.420921747578232, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7175272449527844}",base model excludes calibration-window labels
XGBoost[GPU allocation scorer] Calibrated,XGBoost,gpu_boosted_tree_calibrated,sigmoid,calibration,600,120,0.2,probability,0.27629707158336203,0.5996701388888889,0.15670350415761208,0.48899663924783254,0.043881655273338156,4636.428179654001,0.010349487999974372,0.02537117700012459,4636.4639003190005,0.2557417347282964,"{""colsample_bylevel"": 0.8501789149863856, ""colsample_bytree"": 0.9156636282310683, ""gamma"": 2.4872821269855114, ""learning_rate"": 0.01640239111974583, ""max_bin"": 800, ""max_delta_step"": 5, ""max_depth"": 4, ""min_child_weight"": 49.757297681345996, ""n_estimators"": 1843, ""reg_alpha"": 19.49302858678736, ""reg_lambda"": 6.420921747578232, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7175272449527844}",sigmoid calibration fitted on calibration window
Rule[12M momentum top-k],Rule,deterministic_rule,none,calibration,600,120,0.2,raw_score,0.20456353554300222,0.4763541666666667,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
Rule[6M momentum top-k],Rule,deterministic_rule,none,calibration,600,120,0.2,raw_score,0.18976827610790892,0.4284027777777778,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
Rule[Low volatility top-k],Rule,deterministic_rule,none,calibration,600,120,0.2,raw_score,0.18321871721112923,0.4214930555555555,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
Rule[Risk-adjusted momentum top-k],Rule,deterministic_rule,none,calibration,600,120,0.2,raw_score,0.17803180576974692,0.4381770833333334,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
FeatureSensitivity[full][TabPFN direct],TabPFN,feature_policy_sensitivity,full,holdout,1875,375,0.2,probability,0.3020611754026107,0.6355804444444444,0.15502602927091633,0.4869106044319851,0.03055023157695929,13.617617139999993,63.23710217099983,0.0,76.85471931099983,,,direct TabPFN feature-policy sensitivity rerun
TabPFN[Direct allocation scorer] Calibration Base,TabPFN,direct_tfm_calibration_base,none_calibration_base,holdout,1875,375,0.2,probability,0.30154271028927937,0.6366915555555556,0.15560044749767016,0.49046682007461556,0.034463284544150034,8.576021062000109,52.85328566399994,0.0,61.42930672600005,,,direct TFM context excludes calibration-window labels
FeatureSensitivity[identity_ablated][TabPFN direct],TabPFN,feature_policy_sensitivity,identity_ablated,holdout,1875,375,0.2,probability,0.29877105503637624,0.6351982222222222,0.15530178475727663,0.48750038432120807,0.02743818885087967,9.392852582999922,71.51593629000013,0.0,80.90878887300005,,,direct TabPFN feature-policy sensitivity rerun
FeatureSensitivity[strict_time_series][TabPFN direct],TabPFN,feature_policy_sensitivity,strict_time_series,holdout,1875,375,0.2,probability,0.29877105503637624,0.6351982222222222,0.15530178475727663,0.48750038432120807,0.02743818885087967,9.440386880999995,72.57033128100011,0.0,82.0107181620001,,,direct TabPFN feature-policy sensitivity rerun
TabPFN[Direct allocation scorer],TabPFN,direct_tfm,none,holdout,1875,375,0.2,probability,0.29877105503637624,0.6351982222222222,0.15530178475727663,0.48750038432120807,0.02743818885087967,9.571788698999626,72.61685261299954,0.0,82.18864131199916,,,direct TFM classifier fitted on all pre-holdout rows; no task-specific weight training claim is made
FeatureSensitivity[ticker_ablated][TabPFN direct],TabPFN,feature_policy_sensitivity,ticker_ablated,holdout,1875,375,0.2,probability,0.29377308814581804,0.6308106666666666,0.1554916437946286,0.4884380647101169,0.029973484243949258,9.387265112000023,69.450111418,0.0,78.83737653000003,,,direct TabPFN feature-policy sensitivity rerun
FeatureSensitivity[metadata_only][TabPFN direct],TabPFN,feature_policy_sensitivity,metadata_only,holdout,1875,375,0.2,probability,0.29048248534606536,0.6255333333333334,0.15440048306471876,0.48490945213509973,0.044304641085863114,0.9197737199999665,4.948111973999858,0.0,5.867885693999824,,,direct TabPFN feature-policy sensitivity rerun
FeatureSensitivity[metadata_only][XGBoost light],XGBoost,feature_policy_sensitivity,metadata_only,holdout,1875,375,0.2,probability,0.28150603667590357,0.6204000000000001,0.23974457677625474,0.6694629507686506,0.28077124923467633,0.38381607999986045,0.02009950100000424,0.0,0.4039155809998647,,,fixed GPU XGBoost feature-policy sensitivity rerun; no target-specific hyperparameter search
XGBoost[GPU allocation scorer] Calibration Base,XGBoost,gpu_boosted_tree_calibration_base,none_calibration_base,holdout,1875,375,0.2,probability,0.278546699621367,0.5883413333333333,0.2084878534548381,0.6044748308068855,0.20696462079286576,4636.428179654001,0.04755573900001764,0.0,4636.475735393001,0.2557417347282964,"{""colsample_bylevel"": 0.8501789149863856, ""colsample_bytree"": 0.9156636282310683, ""gamma"": 2.4872821269855114, ""learning_rate"": 0.01640239111974583, ""max_bin"": 800, ""max_delta_step"": 5, ""max_depth"": 4, ""min_child_weight"": 49.757297681345996, ""n_estimators"": 1843, ""reg_alpha"": 19.49302858678736, ""reg_lambda"": 6.420921747578232, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7175272449527844}",base model excludes calibration-window labels
XGBoost[GPU allocation scorer] Calibrated,XGBoost,gpu_boosted_tree_calibrated,sigmoid,holdout,1875,375,0.2,probability,0.278546699621367,0.5883413333333333,0.15726996340074198,0.49230724630058875,0.022320564528306313,4636.428179654001,0.010349487999974372,0.02537117700012459,4636.4639003190005,0.2557417347282964,"{""colsample_bylevel"": 0.8501789149863856, ""colsample_bytree"": 0.9156636282310683, ""gamma"": 2.4872821269855114, ""learning_rate"": 0.01640239111974583, ""max_bin"": 800, ""max_delta_step"": 5, ""max_depth"": 4, ""min_child_weight"": 49.757297681345996, ""n_estimators"": 1843, ""reg_alpha"": 19.49302858678736, ""reg_lambda"": 6.420921747578232, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7175272449527844}",sigmoid calibration fitted on calibration window
XGBoost[GPU allocation scorer],XGBoost,gpu_boosted_tree,none,holdout,1875,375,0.2,probability,0.2680850571982366,0.5960942222222223,0.2044297548252409,0.5964412314361885,0.1981750550031662,4637.011655009001,0.07406044399976963,0.0,4637.085715453,0.2557417347282964,"{""colsample_bylevel"": 0.8501789149863856, ""colsample_bytree"": 0.9156636282310683, ""gamma"": 2.4872821269855114, ""learning_rate"": 0.01640239111974583, ""max_bin"": 800, ""max_delta_step"": 5, ""max_depth"": 4, ""min_child_weight"": 49.757297681345996, ""n_estimators"": 1843, ""reg_alpha"": 19.49302858678736, ""reg_lambda"": 6.420921747578232, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7175272449527844}",randomized search on monthly rolling-origin folds; final model fit on all pre-holdout rows
FeatureSensitivity[ticker_ablated][XGBoost light],XGBoost,feature_policy_sensitivity,ticker_ablated,holdout,1875,375,0.2,probability,0.2627657042632611,0.5826737777777778,0.2101953891033402,0.6099822075796537,0.21306211230357486,1.2936054279998643,0.028605587999891213,0.0,1.3222110159997555,,,fixed GPU XGBoost feature-policy sensitivity rerun; no target-specific hyperparameter search
FeatureSensitivity[identity_ablated][XGBoost light],XGBoost,feature_policy_sensitivity,identity_ablated,holdout,1875,375,0.2,probability,0.2575575906156352,0.5776355555555556,0.21026292330127505,0.6097753542581379,0.21176238468488057,1.3309462119998443,0.0327141779998783,0.0,1.3636603899997226,,,fixed GPU XGBoost feature-policy sensitivity rerun; no target-specific hyperparameter search
FeatureSensitivity[strict_time_series][XGBoost light],XGBoost,feature_policy_sensitivity,strict_time_series,holdout,1875,375,0.2,probability,0.2575575906156352,0.5776355555555556,0.21026292330127505,0.6097753542581379,0.21176238468488057,1.2987784289998672,0.027873858000020846,0.0,1.326652286999888,,,fixed GPU XGBoost feature-policy sensitivity rerun; no target-specific hyperparameter search
Rule[Risk-adjusted momentum top-k],Rule,deterministic_rule,none,holdout,1875,375,0.2,raw_score,0.24710809412059742,0.5233920000000001,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
FeatureSensitivity[full][XGBoost light],XGBoost,feature_policy_sensitivity,full,holdout,1875,375,0.2,probability,0.24555098403932601,0.576672,0.20759813027349694,0.6033738090862804,0.20350638577739397,3.245990584999845,0.1678321209999467,0.0,3.4138227059997917,,,fixed GPU XGBoost feature-policy sensitivity rerun; no target-specific hyperparameter search
Rule[6M momentum top-k],Rule,deterministic_rule,none,holdout,1875,375,0.2,raw_score,0.24546715106279854,0.525712,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
Rule[12M momentum top-k],Rule,deterministic_rule,none,holdout,1875,375,0.2,raw_score,0.2438064939418784,0.5311928888888888,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
Dummy[Preholdout prior probability],Dummy,baseline,none,holdout,1875,375,0.2,probability,0.2,0.5,0.1600005849496013,0.5004042480213541,,0.0,0.0,0.0,0.0,,,constant prior from pre-holdout label frequency
Rule[Low volatility top-k],Rule,deterministic_rule,none,holdout,1875,375,0.2,raw_score,0.16553332775121618,0.4050151111111111,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
