date,month,asset,target_top_k_next_1m,forward_1m_return,forward_1m_close_to_close_return,forward_1m_next_open_return,forward_1m_benchmark_return,forward_1m_vs_benchmark_return,target_outperform_benchmark_next_1m,forward_1m_excess_return,forward_1m_rank,execution_return_mode,target_top_k_next_3m,forward_3m_return,forward_3m_excess_return,forward_3m_rank,target_top_k_next_6m,forward_6m_return,forward_6m_excess_return,forward_6m_rank
2006-01-31,2006-01,DBC,0,-0.051730821638566904,,-0.051730821638566904,0.006103001169354139,-0.05783382280792104,0,-0.05131359325214607,22.0,next_open_to_next_open,0.0,0.04847278170146474,0.016700760523040488,9.0,0.0,0.05498996532875644,0.04324196631887281,6.0
2006-01-31,2006-01,DIA,1,0.017903021369598315,0.0169187467887546,0.017903021369598315,0.006103001169354139,0.011800020200244177,1,0.01832024975601915,5.0,next_open_to_next_open,0.0,0.05561276917261759,0.02384074799419334,6.0,0.0,0.038464730015485005,0.026716731005601374,9.0
2006-01-31,2006-01,EEM,0,-0.029831191920335454,-0.038499574337861775,-0.029831191920335454,0.006103001169354139,-0.03593419308968959,0,-0.02941396353391462,21.0,next_open_to_next_open,0.0,0.04995059069953234,0.018178569521108086,8.0,0.0,-0.05104033944770381,-0.06278833845758744,21.0
2006-01-31,2006-01,EFA,0,-0.00015917084455652208,-0.0069999803552212025,-0.00015917084455652208,0.006103001169354139,-0.006262172013910661,0,0.00025805754186431184,15.0,next_open_to_next_open,1.0,0.0925571498305322,0.06078512865210795,3.0,0.0,0.04166633211967241,0.02991833310978878,8.0
2006-01-31,2006-01,GLD,0,-0.01355873296971788,-0.011111129799614039,-0.01355873296971788,0.006103001169354139,-0.019661734139072018,0,-0.013141504583297046,19.0,next_open_to_next_open,1.0,0.15654163138458,0.12476961020615573,1.0,1.0,0.10794148889935906,0.09619348988947543,1.0
2006-01-31,2006-01,IEF,0,-0.0011230289884709421,-0.0010351844970321045,-0.0011230289884709421,0.006103001169354139,-0.007226030157825081,0,-0.0007058006020501083,17.0,next_open_to_next_open,0.0,-0.02299152752124578,-0.05476354869967003,21.0,0.0,-0.0034591386838351834,-0.015207137693718812,15.0
2006-01-31,2006-01,IWM,0,0.0024793959314783898,0.003178732941943707,0.0024793959314783898,0.006103001169354139,-0.003623605237875749,0,0.002896624317899224,13.0,next_open_to_next_open,0.0,0.05336275885690478,0.021590737678480527,7.0,0.0,-0.043482086872339676,-0.055230085882223307,20.0
2006-01-31,2006-01,IYR,1,0.022753124874684394,0.017724212657011185,0.022753124874684394,0.006103001169354139,0.016650123705330255,1,0.02317035326110523,4.0,next_open_to_next_open,0.0,0.03825260084795823,0.006480579669533977,10.0,1.0,0.0802576236358532,0.06850962462596957,3.0
2006-01-31,2006-01,LQD,0,0.003611755735801081,0.006824342261334326,0.003611755735801081,0.006103001169354139,-0.0024912454335530576,0,0.004028984122221915,12.0,next_open_to_next_open,0.0,-0.016014615227052054,-0.047786636405476306,19.0,0.0,-0.000926114320416338,-0.012674113330299967,14.0
2006-01-31,2006-01,QQQ,0,-0.012218101793161962,-0.021428692100492697,-0.012218101793161962,0.006103001169354139,-0.0183211029625161,0,-0.011800873406741129,18.0,next_open_to_next_open,0.0,0.005016964983816763,-0.02675505619460749,16.0,0.0,-0.11785899069005501,-0.12960698969993864,23.0
2006-01-31,2006-01,SHY,0,0.0013640776123635678,0.0003375331155108796,0.0013640776123635678,0.006103001169354139,-0.004738923556990571,0,0.0017813059987844017,14.0,next_open_to_next_open,0.0,0.004868802664371508,-0.026903218514052744,17.0,0.0,0.015967081090218382,0.0042190820803347535,11.0
2006-01-31,2006-01,SPY,0,0.006103001169354139,0.005725535032700346,0.006103001169354139,0.006103001169354139,0.0,0,0.006520229555774973,10.0,next_open_to_next_open,0.0,0.03264613902200031,0.0008741178435760569,12.0,0.0,0.004627668937258189,-0.00712033007262544,13.0
2006-01-31,2006-01,TLT,0,0.010416650132487826,0.011078602440405927,0.010416650132487826,0.006103001169354139,0.004313648963133687,1,0.010833878518908659,9.0,next_open_to_next_open,0.0,-0.06140642077349745,-0.09317844195192171,23.0,0.0,-0.03148338120873595,-0.04323138021861958,19.0
2006-01-31,2006-01,VNQ,1,0.03195644907742512,0.01857932787938199,0.03195644907742512,0.006103001169354139,0.02585344790807098,1,0.03237367746384595,2.0,next_open_to_next_open,0.0,0.03468174368632204,0.00290972250789779,11.0,1.0,0.08723513902131375,0.07548714001143011,2.0
2006-01-31,2006-01,XLB,0,-0.025745283266083052,-0.021423958480932592,-0.025745283266083052,0.006103001169354139,-0.03184828443543719,0,-0.025328054879662217,20.0,next_open_to_next_open,1.0,0.06169337439883438,0.029921353220410125,5.0,0.0,-0.018513929067400237,-0.030261928077283867,17.0
2006-01-31,2006-01,XLE,0,-0.08262289105498322,-0.09226517001118617,-0.08262289105498322,0.006103001169354139,-0.08872589222433735,0,-0.08220566266856238,23.0,next_open_to_next_open,0.0,0.004009514144878823,-0.02776250703354543,18.0,0.0,0.02506005499994468,0.013312055990061052,10.0
2006-01-31,2006-01,XLF,1,0.026018605179240817,0.021283336010814224,0.026018605179240817,0.006103001169354139,0.019915604009886678,1,0.026435833565661652,3.0,next_open_to_next_open,1.0,0.07123225109038067,0.03946022991195642,4.0,0.0,0.04451939995452192,0.03277140094463829,7.0
2006-01-31,2006-01,XLI,1,0.03947834331627886,0.03110168314077777,0.03947834331627886,0.006103001169354139,0.033375342146924725,1,0.039895571702699695,1.0,next_open_to_next_open,1.0,0.10090629240269733,0.06913427122427307,2.0,0.0,0.014332256174751867,0.0025842571648682384,12.0
2006-01-31,2006-01,XLK,0,0.013035692145556999,0.0023147756066186354,0.013035692145556999,0.006103001169354139,0.00693269097620286,1,0.013452920531977832,7.0,next_open_to_next_open,0.0,0.022346160606788068,-0.009425860571636184,15.0,0.0,-0.08193653013520863,-0.09368452914509226,22.0
2006-01-31,2006-01,XLP,0,0.01676660100234173,0.008573086394003004,0.01676660100234173,0.006103001169354139,0.010663599832987591,1,0.017183829388762565,6.0,next_open_to_next_open,0.0,0.03248317976426218,0.0007111585858379302,13.0,1.0,0.07103193922734419,0.05928394021746056,4.0
2006-01-31,2006-01,XLU,0,-0.0003097367922159089,0.013063776787509918,-0.0003097367922159089,0.006103001169354139,-0.0064127379615700475,0,0.00010749159420492504,16.0,next_open_to_next_open,0.0,-0.022132606956995926,-0.05390462813542018,20.0,1.0,0.06471170543244598,0.052963706422562346,5.0
2006-01-31,2006-01,XLV,0,0.0052645877235377725,0.011515971911714606,0.0052645877235377725,0.006103001169354139,-0.0008384134458163661,0,0.005681816109958607,11.0,next_open_to_next_open,0.0,-0.038978870474329574,-0.07075089165275383,22.0,0.0,-0.005838367468438799,-0.01758636647832243,16.0
