date,month,asset,target_top_k_next_1m,forward_1m_return,forward_1m_close_to_close_return,forward_1m_next_open_return,forward_1m_benchmark_return,forward_1m_vs_benchmark_return,target_outperform_benchmark_next_1m,forward_1m_excess_return,forward_1m_rank,execution_return_mode,target_top_k_next_3m,forward_3m_return,forward_3m_excess_return,forward_3m_rank,target_top_k_next_6m,forward_6m_return,forward_6m_excess_return,forward_6m_rank
2006-01-31,2006-01,EEM,0,-0.029831194798144667,-0.03849914974536861,-0.029831194798144667,0.0061023972131459825,-0.03593359201129065,0,-0.020381551900873974,9.0,next_open_to_next_open,0.0,0.04995068859501517,0.011858970464894703,5.0,0.0,-0.05104035537967855,-0.04868931617514453,9.0
2006-01-31,2006-01,EFA,0,-0.0001590620358652428,-0.006999870453612056,-0.0001590620358652428,0.0061023972131459825,-0.006261459249011225,0,0.00929058086140545,5.0,next_open_to_next_open,1.0,0.09255738759012266,0.0544656694600022,2.0,1.0,0.0416667771437369,0.04401781634827092,3.0
2006-01-31,2006-01,GLD,0,-0.01355873296971788,-0.011111129799614039,-0.01355873296971788,0.0061023972131459825,-0.019661130182863862,0,-0.004109090072447186,8.0,next_open_to_next_open,1.0,0.15654163138458,0.11844991325445953,1.0,1.0,0.10794148889935906,0.11029252810389309,1.0
2006-01-31,2006-01,IEF,0,-0.0011232634240539996,-0.0010354181316633015,-0.0011232634240539996,0.0061023972131459825,-0.007225660637199982,0,0.008326379473216693,6.0,next_open_to_next_open,0.0,-0.022991829624881333,-0.0610835477550018,9.0,0.0,-0.003459372595442489,-0.001108333390908467,6.0
2006-01-31,2006-01,IWM,0,0.0024795975382967406,0.0031788713313427586,0.0024795975382967406,0.0061023972131459825,-0.003622799674849242,0,0.011929240435567433,4.0,next_open_to_next_open,0.0,0.053362545347240165,0.015270827217119698,4.0,0.0,-0.04348214814227391,-0.04113110893773989,8.0
2006-01-31,2006-01,QQQ,0,-0.012218838775291063,-0.021428583571656556,-0.012218838775291063,0.0061023972131459825,-0.018321235988437046,0,-0.0027691958780203703,7.0,next_open_to_next_open,0.0,0.005016862073150996,-0.03307485605696947,7.0,0.0,-0.11785889370394476,-0.11550785449941073,10.0
2006-01-31,2006-01,SPY,1,0.0061023972131459825,0.005725535530358705,0.0061023972131459825,0.0061023972131459825,0.0,0,0.015552040110416675,3.0,next_open_to_next_open,0.0,0.03264631212633495,-0.005445406003785513,6.0,0.0,0.004627408654662046,0.006978447859196069,5.0
2006-01-31,2006-01,TLT,1,0.010416643329839381,0.011079256047738406,0.010416643329839381,0.0061023972131459825,0.004314246116693399,1,0.019866286227110074,2.0,next_open_to_next_open,0.0,-0.061408473630330085,-0.09950019176045055,10.0,0.0,-0.03148432305342852,-0.0291332838488945,7.0
2006-01-31,2006-01,XLE,0,-0.0826235805821427,-0.09226497433028258,-0.0826235805821427,0.0061023972131459825,-0.08872597779528868,0,-0.073173937684872,10.0,next_open_to_next_open,0.0,0.004009559011546315,-0.03408215911857415,8.0,0.0,0.0250594966552824,0.02741053585981642,4.0
2006-01-31,2006-01,XLF,1,0.02601960553122651,0.021283892441710694,0.02601960553122651,0.0061023972131459825,0.019917208318080526,1,0.035469248428497205,1.0,next_open_to_next_open,1.0,0.07123249842842583,0.03314078029830536,3.0,1.0,0.0445195294763876,0.04687056868092162,2.0
2006-02-28,2006-02,EEM,0,0.02441537398210225,0.021671498991406413,0.02441537398210225,0.015452824113409314,0.008962549868692937,1,0.007125087847638944,5.0,next_open_to_next_open,0.0,-0.040453419917436895,-0.039064510267651675,8.0,0.0,-0.000919582930501317,-0.02759435039340973,7.0
2006-02-28,2006-02,EFA,0,0.036742341159846204,0.04005153318591881,0.036742341159846204,0.015452824113409314,0.02128951704643689,1,0.019452055025382897,4.0,next_open_to_next_open,1.0,0.029903115975821848,0.03129202562560707,3.0,1.0,0.07873397260530246,0.05205920514239405,2.0
2006-02-28,2006-02,GLD,1,0.046411968098453826,0.03620472249591011,0.046411968098453826,0.015452824113409314,0.030959143985044513,1,0.02912168196399052,2.0,next_open_to_next_open,1.0,0.10942522345634309,0.11081413310612831,1.0,1.0,0.10585505634986037,0.07918028888695196,1.0
2006-02-28,2006-02,IEF,0,-0.015619294335765033,-0.013578840556765281,-0.015619294335765033,0.015452824113409314,-0.031072118449174346,0,-0.032909580470228336,9.0,next_open_to_next_open,0.0,-0.02087244109727504,-0.01948353144748982,7.0,0.0,0.01629544579990405,-0.01037932166300436,6.0
2006-02-28,2006-02,IWM,1,0.0484154524510545,0.04908849009900984,0.0484154524510545,0.015452824113409314,0.03296262833764518,1,0.03112516631659119,1.0,next_open_to_next_open,0.0,-0.009983205608289802,-0.008594295958504583,6.0,0.0,-0.0057063687949681086,-0.03238113625787652,8.0
2006-02-28,2006-02,QQQ,0,0.023031340939813738,0.020910082627291438,0.023031340939813738,0.015452824113409314,0.0075785168264044245,1,0.005741054805350431,6.0,next_open_to_next_open,0.0,-0.05512218341926067,-0.053733273769475454,9.0,0.0,-0.05084329830231982,-0.07751806576522823,10.0
2006-02-28,2006-02,SPY,0,0.015452824113409314,0.016504186133016407,0.015452824113409314,0.015452824113409314,0.0,0,-0.0018374620210539934,7.0,next_open_to_next_open,0.0,-0.005547689582783066,-0.004158779932997847,5.0,0.0,0.028331326346974217,0.0016565588840658056,5.0
2006-02-28,2006-02,TLT,0,-0.046968428578667676,-0.045698899731937526,-0.046968428578667676,0.015452824113409314,-0.06242125269207699,0,-0.06425871471313098,10.0,next_open_to_next_open,0.0,-0.07039252434466725,-0.06900361469488203,10.0,0.0,-0.011702442368833,-0.03837720983174141,9.0
2006-02-28,2006-02,XLE,1,0.04118761335664267,0.04243727901327943,0.04118761335664267,0.015452824113409314,0.025734789243233358,1,0.023897327222179365,3.0,next_open_to_next_open,1.0,0.045941488117099416,0.047330397766884635,2.0,1.0,0.06889946691796545,0.04222469945505704,3.0
2006-02-28,2006-02,XLF,0,-0.00016632984225672942,0.0028980168139847162,-0.00016632984225672942,0.015452824113409314,-0.015619153955666043,0,-0.017456615976720036,8.0,next_open_to_next_open,0.0,0.0032125399225961804,0.0046014495723814,4.0,0.0,0.03780409900569981,0.011129331542791398,4.0
2006-03-31,2006-03,EEM,1,0.05644163566204741,0.06515150314005558,0.05644163566204741,0.01076376125791656,0.04567787440413085,1,0.026228930331221756,2.0,next_open_to_next_open,0.0,-0.04666934552496249,-0.036613068231519,8.0,0.0,-0.0391903268013748,-0.05236293890313951,9.0
2006-03-31,2006-03,EFA,1,0.05400460293432929,0.04790512876655817,0.05400460293432929,0.01076376125791656,0.04324084167641273,1,0.023791897603503642,3.0,next_open_to_next_open,1.0,0.004909548823300414,0.014965826116743908,3.0,0.0,0.04403215101856239,0.03085953891679768,4.0
2006-03-31,2006-03,GLD,1,0.12043673664161259,0.12030977706278279,0.12043673664161259,0.01076376125791656,0.10967297538369603,1,0.09022403131078693,1.0,next_open_to_next_open,1.0,0.05697714454872149,0.06703342184216499,1.0,0.0,0.020129654156884724,0.006957042055120011,6.0
2006-03-31,2006-03,IEF,0,-0.006373411844180499,-0.006271238070334917,-0.006373411844180499,0.01076376125791656,-0.01713717310209706,0,-0.03658611717500615,9.0,next_open_to_next_open,0.0,-0.001956845303831889,0.008099431989611605,5.0,1.0,0.044560169658717674,0.03138755755695296,3.0
2006-03-31,2006-03,IWM,0,0.002233502182157787,0.003027668932830574,0.002233502182157787,0.01076376125791656,-0.008530259075758773,0,-0.027979203148667864,7.0,next_open_to_next_open,0.0,-0.052675277521643915,-0.04261900022820042,9.0,0.0,-0.05003852974327616,-0.06321114184504087,10.0
2006-03-31,2006-03,QQQ,0,-0.005456758259557826,-0.0019078986621736682,-0.005456758259557826,0.01076376125791656,-0.016220519517474385,0,-0.03566946359038348,8.0,next_open_to_next_open,0.0,-0.07672169047290256,-0.06666541317945907,10.0,0.0,-0.03557095598873472,-0.048743568090499435,8.0
2006-03-31,2006-03,SPY,0,0.01076376125791656,0.012631241726917652,0.01076376125791656,0.01076376125791656,0.0,0,-0.01944894407290909,6.0,next_open_to_next_open,0.0,-0.0159661042462913,-0.005909826952847808,7.0,0.0,0.03575115559692277,0.022578543495158053,5.0
2006-03-31,2006-03,TLT,0,-0.025304749205761312,-0.02752429059728545,-0.025304749205761312,0.01076376125791656,-0.03606851046367787,0,-0.05551745453658696,10.0,next_open_to_next_open,0.0,-0.014910991704211285,-0.004854714410767791,6.0,1.0,0.058711977941492854,0.04553936583972814,2.0
2006-03-31,2006-03,XLE,0,0.05114174064305432,0.05036771933234663,0.05114174064305432,0.01076376125791656,0.04037797938513776,1,0.020929035312228672,4.0,next_open_to_next_open,1.0,0.04586445404914907,0.05592073134259257,2.0,0.0,-0.021006668821170082,-0.0341792809229348,7.0
2006-03-31,2006-03,XLF,0,0.04423999329663819,0.04331760363608983,0.04423999329663819,0.01076376125791656,0.03347623203872163,1,0.01402728796581254,5.0,next_open_to_next_open,0.0,0.0005863344182375219,0.010642611711681016,4.0,1.0,0.07434749399962248,0.06117488189785777,1.0
2006-04-30,2006-04,EEM,0,-0.1133658282752934,-0.11142737429322302,-0.1133658282752934,-0.031109837244536975,-0.08225599103075643,0,-0.06671574324301033,10.0,next_open_to_next_open,0.0,-0.09618646387082641,-0.058364605763329615,9.0,0.0,-0.019350427022208794,-0.04111455767360972,8.0
2006-04-30,2006-04,EFA,0,-0.0574963757640512,-0.038218726399439795,-0.0574963757640512,-0.031109837244536975,-0.026386538519514224,0,-0.010846290731768127,7.0,next_open_to_next_open,0.0,-0.04657934770697614,-0.008757489599479341,7.0,0.0,0.032314205683828146,0.01055007503242722,5.0
2006-04-30,2006-04,GLD,0,-0.05374541356417595,-0.013212367941959902,-0.05374541356417595,-0.031109837244536975,-0.022635576319638973,0,-0.007095328531892875,6.0,next_open_to_next_open,0.0,-0.04202195681191201,-0.004200098704415213,6.0,0.0,-0.07079783045482824,-0.09256196110622916,10.0
2006-04-30,2006-04,IEF,1,0.0010435637941657028,-0.0010686199257079476,0.0010435637941657028,-0.031109837244536975,0.03215340103870268,1,0.047693648826448776,1.0,next_open_to_next_open,1.0,0.019992112268559126,0.05781397037605592,3.0,0.0,0.05822200549672529,0.03645787484532437,4.0
2006-04-30,2006-04,IWM,0,-0.05780622067705221,-0.056823843536706,-0.05780622067705221,-0.031109837244536975,-0.026696383432515236,0,-0.011156135644769138,8.0,next_open_to_next_open,0.0,-0.09193861497855826,-0.05411675687106147,8.0,0.0,0.006845948577903105,-0.014918182073497821,7.0
2006-04-30,2006-04,QQQ,0,-0.07132651988314942,-0.0724008988388577,-0.07132651988314942,-0.031109837244536975,-0.040216682638612444,0,-0.024676434850866347,9.0,next_open_to_next_open,0.0,-0.12226238226851971,-0.0844405241610229,10.0,0.0,0.020595524590346193,-0.0011686060610547333,6.0
2006-04-30,2006-04,SPY,1,-0.031109837244536975,-0.030120680701792635,-0.031109837244536975,-0.031109837244536975,0.0,0,0.015540247787746098,3.0,next_open_to_next_open,0.0,-0.02713310757289089,0.010688750534605905,5.0,1.0,0.060633624361981164,0.03886949371058024,2.0
2006-04-30,2006-04,TLT,1,0.0007450938738193802,-0.0019085912902150337,0.0007450938738193802,-0.031109837244536975,0.031854931118356355,1,0.04739517890610245,2.0,next_open_to_next_open,1.0,0.03188197393241299,0.06970383203990979,1.0,1.0,0.09662797935008793,0.07486384869868701,1.0
2006-04-30,2006-04,XLE,0,-0.044309838808601176,-0.027826474724392147,-0.044309838808601176,-0.031109837244536975,-0.013200001564064201,0,0.0023402462236818966,5.0,next_open_to_next_open,1.0,0.020965873735763862,0.05878773184326066,2.0,0.0,-0.02663787399909323,-0.04840200465049416,9.0
2006-04-30,2006-04,XLF,0,-0.03912947377395548,-0.03769071346566244,-0.03912947377395548,-0.031109837244536975,-0.008019636529418506,0,0.007520611258327592,4.0,next_open_to_next_open,0.0,-0.02493666780202053,0.012885190305476267,4.0,1.0,0.059188149929267686,0.03742401927786676,3.0
2006-05-31,2006-05,EEM,1,0.017779229486302617,0.002134401089208149,0.017779229486302617,0.0048143968283387295,0.012964832657963887,1,0.009218652570655472,2.0,next_open_to_next_open,1.0,0.041200539721098384,0.012616850560784952,3.0,1.0,0.17385298082374367,0.06791093009652169,1.0
2006-05-31,2006-05,EFA,1,0.011582800498499912,-0.0006110710172937406,0.011582800498499912,0.0048143968283387295,0.006768403670161183,1,0.003022223582852767,3.0,next_open_to_next_open,1.0,0.04741305844405952,0.018829369283746088,2.0,0.0,0.12030903111277191,0.014366980385549927,4.0
2006-05-31,2006-05,GLD,0,-0.0030571590787030756,-0.046707203143457665,-0.0030571590787030756,0.0048143968283387295,-0.007871555907041805,0,-0.01161773599435022,10.0,next_open_to_next_open,0.0,-0.0032180331139038953,-0.03180172227421733,10.0,0.0,0.03298463993616574,-0.07295741079105625,10.0
2006-05-31,2006-05,IEF,0,0.0033977860904830237,0.002296028275294404,0.0033977860904830237,0.0048143968283387295,-0.0014166107378557058,0,-0.0051627908251641215,6.0,next_open_to_next_open,0.0,0.037960209126206124,0.009376519965892692,4.0,0.0,0.06964284108248164,-0.03629920964474034,9.0
2006-05-31,2006-05,IWM,0,0.0032050801173073573,-0.0004183726778462793,0.0032050801173073573,0.0048143968283387295,-0.0016093167110313722,0,-0.005355496798339788,7.0,next_open_to_next_open,0.0,0.00431996390116729,-0.024263725259146142,9.0,0.0,0.09238139226023812,-0.013560658466983871,8.0
2006-05-31,2006-05,QQQ,0,-0.0003547226093222333,-0.0006159606171185494,-0.0003547226093222333,0.0048143968283387295,-0.005169119437660963,0,-0.008915299524969379,8.0,next_open_to_next_open,0.0,0.0045285062701811984,-0.024055182890132233,8.0,1.0,0.13164555596338423,0.025703505236162244,2.0
2006-05-31,2006-05,SPY,0,0.0048143968283387295,0.002608468241691364,0.0048143968283387295,0.0048143968283387295,0.0,0,-0.0037461800873084157,5.0,next_open_to_next_open,0.0,0.034068014700014526,0.0054843255397010945,6.0,0.0,0.11298382799232831,0.007041777265106325,5.0
2006-05-31,2006-05,TLT,0,0.009911118565596233,0.011782713338138295,0.009911118565596233,0.0048143968283387295,0.0050967217372575035,1,0.0013505416499490878,4.0,next_open_to_next_open,1.0,0.06313426205448747,0.034550572894174035,1.0,1.0,0.12041979230355393,0.014477741576331943,3.0
