date,asset,target_top_k_next_1m,forward_1m_return,forward_1m_close_to_close_return,forward_1m_next_open_return,forward_1m_excess_return,forward_1m_rank,forward_1m_benchmark_return,forward_1m_vs_benchmark_return,target_outperform_benchmark_next_1m,universe_forward_1m_return,execution_return_mode,asset_month_return,asset_risk_bucket,asset_is_spy,asset_is_qqq,asset_is_iwm,asset_is_tlt,asset_is_ief,asset_is_gld,asset_is_efa,asset_is_eem,asset_is_xle,asset_is_xlf,asset_group_commodity,asset_group_credit,asset_group_equity_developed,asset_group_equity_em,asset_group_equity_us,asset_group_rates,asset_group_real_estate,asset_group_sector_us,asset_return_21d,asset_return_63d,asset_return_126d,asset_return_252d,asset_rv_21d,asset_rv_63d,asset_rv_126d,asset_downside_rv_63d,asset_drawdown_126d,asset_drawdown_252d,asset_ma_distance_126d,asset_volume_zscore_63d,asset_avg_dollar_volume_63d,asset_hl_spread_proxy_21d,asset_beta_to_spy_126d,forward_3m_return,forward_3m_excess_return,forward_3m_rank,target_top_k_next_3m,forward_6m_return,forward_6m_excess_return,forward_6m_rank,target_top_k_next_6m,market_qqq_return_21d,market_qqq_return_63d,market_qqq_return_126d,market_qqq_return_252d,market_qqq_rv_21d,market_qqq_downside_rv_21d,market_qqq_rv_63d,market_qqq_downside_rv_63d,market_qqq_rv_126d,market_qqq_downside_rv_126d,market_qqq_drawdown_63d,market_qqq_drawdown_126d,market_qqq_drawdown_252d,market_qqq_ma_distance_63d,market_qqq_ma_distance_126d,market_qqq_ma_distance_200d,market_qqq_volume_zscore_63d,market_qqq_avg_dollar_volume_63d,market_qqq_hl_spread_proxy_21d,market_iwm_return_21d,market_iwm_return_63d,market_iwm_return_126d,market_iwm_return_252d,market_iwm_rv_21d,market_iwm_downside_rv_21d,market_iwm_rv_63d,market_iwm_downside_rv_63d,market_iwm_rv_126d,market_iwm_downside_rv_126d,market_iwm_drawdown_63d,market_iwm_drawdown_126d,market_iwm_drawdown_252d,market_iwm_ma_distance_63d,market_iwm_ma_distance_126d,market_iwm_ma_distance_200d,market_iwm_volume_zscore_63d,market_iwm_avg_dollar_volume_63d,market_iwm_hl_spread_proxy_21d,market_tlt_return_21d,market_tlt_return_63d,market_tlt_return_126d,market_tlt_return_252d,market_tlt_rv_21d,market_tlt_downside_rv_21d,market_tlt_rv_63d,market_tlt_downside_rv_63d,market_tlt_rv_126d,market_tlt_downside_rv_126d,market_tlt_drawdown_63d,market_tlt_drawdown_126d,market_tlt_drawdown_252d,market_tlt_ma_distance_63d,market_tlt_ma_distance_126d,market_tlt_ma_distance_200d,market_tlt_volume_zscore_63d,market_tlt_avg_dollar_volume_63d,market_tlt_hl_spread_proxy_21d,market_ief_return_21d,market_ief_return_63d,market_ief_return_126d,market_ief_return_252d,market_ief_rv_21d,market_ief_downside_rv_21d,market_ief_rv_63d,market_ief_downside_rv_63d,market_ief_rv_126d,market_ief_downside_rv_126d,market_ief_drawdown_63d,market_ief_drawdown_126d,market_ief_drawdown_252d,market_ief_ma_distance_63d,market_ief_ma_distance_126d,market_ief_ma_distance_200d,market_ief_volume_zscore_63d,market_ief_avg_dollar_volume_63d,market_ief_hl_spread_proxy_21d,market_gld_return_21d,market_gld_return_63d,market_gld_return_126d,market_gld_return_252d,market_gld_rv_21d,market_gld_downside_rv_21d,market_gld_rv_63d,market_gld_downside_rv_63d,market_gld_rv_126d,market_gld_downside_rv_126d,market_gld_drawdown_63d,market_gld_drawdown_126d,market_gld_drawdown_252d,market_gld_ma_distance_63d,market_gld_ma_distance_126d,market_gld_ma_distance_200d,market_gld_volume_zscore_63d,market_gld_avg_dollar_volume_63d,market_gld_hl_spread_proxy_21d,market_efa_return_21d,market_efa_return_63d,market_efa_return_126d,market_efa_return_252d,market_efa_rv_21d,market_efa_downside_rv_21d,market_efa_rv_63d,market_efa_downside_rv_63d,market_efa_rv_126d,market_efa_downside_rv_126d,market_efa_drawdown_63d,market_efa_drawdown_126d,market_efa_drawdown_252d,market_efa_ma_distance_63d,market_efa_ma_distance_126d,market_efa_ma_distance_200d,market_efa_volume_zscore_63d,market_efa_avg_dollar_volume_63d,market_efa_hl_spread_proxy_21d,market_eem_return_21d,market_eem_return_63d,market_eem_return_126d,market_eem_return_252d,market_eem_rv_21d,market_eem_downside_rv_21d,market_eem_rv_63d,market_eem_downside_rv_63d,market_eem_rv_126d,market_eem_downside_rv_126d,market_eem_drawdown_63d,market_eem_drawdown_126d,market_eem_drawdown_252d,market_eem_ma_distance_63d,market_eem_ma_distance_126d,market_eem_ma_distance_200d,market_eem_volume_zscore_63d,market_eem_avg_dollar_volume_63d,market_eem_hl_spread_proxy_21d,market_xle_return_21d,market_xle_return_63d,market_xle_return_126d,market_xle_return_252d,market_xle_rv_21d,market_xle_downside_rv_21d,market_xle_rv_63d,market_xle_downside_rv_63d,market_xle_rv_126d,market_xle_downside_rv_126d,market_xle_drawdown_63d,market_xle_drawdown_126d,market_xle_drawdown_252d,market_xle_ma_distance_63d,market_xle_ma_distance_126d,market_xle_ma_distance_200d,market_xle_volume_zscore_63d,market_xle_avg_dollar_volume_63d,market_xle_hl_spread_proxy_21d,market_xlf_return_21d,market_xlf_return_63d,market_xlf_return_126d,market_xlf_return_252d,market_xlf_rv_21d,market_xlf_downside_rv_21d,market_xlf_rv_63d,market_xlf_downside_rv_63d,market_xlf_rv_126d,market_xlf_downside_rv_126d,market_xlf_drawdown_63d,market_xlf_drawdown_126d,market_xlf_drawdown_252d,market_xlf_ma_distance_63d,market_xlf_ma_distance_126d,market_xlf_ma_distance_200d,market_xlf_volume_zscore_63d,market_xlf_avg_dollar_volume_63d,market_xlf_hl_spread_proxy_21d,market_qqq_beta_to_spy_126d,market_iwm_beta_to_spy_126d,market_tlt_beta_to_spy_126d,market_ief_beta_to_spy_126d,market_gld_beta_to_spy_126d,market_efa_beta_to_spy_126d,market_eem_beta_to_spy_126d,market_xle_beta_to_spy_126d,market_xlf_beta_to_spy_126d,market_vix_close,market_vix_change_21d,market_vix_zscore_252d,market_treasury_10y_yield,market_treasury_10y_yield_change_21d,market_treasury_10y_yield_zscore_252d,market_treasury_2y_yield,market_treasury_2y_yield_change_21d,market_treasury_2y_yield_zscore_252d,market_yield_curve_10y_2y,market_yield_curve_10y_2y_change_21d,market_yield_curve_10y_2y_zscore_252d,market_fed_funds_rate,market_fed_funds_rate_change_21d,market_fed_funds_rate_zscore_252d,market_t_bill_3m,market_t_bill_3m_change_21d,market_t_bill_3m_zscore_252d,market_spy_return_21d,market_spy_return_63d,market_spy_return_126d,market_spy_return_252d,market_spy_rv_21d,market_spy_downside_rv_21d,market_spy_rv_63d,market_spy_downside_rv_63d,market_spy_rv_126d,market_spy_downside_rv_126d,market_spy_drawdown_63d,market_spy_drawdown_126d,market_spy_drawdown_252d,market_spy_ma_distance_63d,market_spy_ma_distance_126d,market_spy_ma_distance_200d,market_spy_volume_zscore_63d,market_spy_avg_dollar_volume_63d,market_spy_hl_spread_proxy_21d,month,month_index
2006-01-31,EEM,0,-0.029831194798144667,-0.03849914974536861,-0.029831194798144667,-0.020381551900873974,9.0,0.0061023972131459825,-0.03593359201129065,0,-0.009449642897270693,next_open_to_next_open,,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,0.01669937118982706,,0.04995068859501517,0.011858970464894703,5.0,0.0,-0.05104035537967855,-0.04868931617514453,9.0,0.0,,,,,,,,,,,,,,,,,,,0.012411177180781493,,,,,,,,,,,,,,,,,,,0.012441434230971854,,,,,,,,,,,,,,,,,,,0.006022312559315445,,,,,,,,,,,,,,,,,,,0.003221685313474306,,,,,,,,,,,,,,,,,,,0.014820450004205649,,,,,,,,,,,,,,,,,,,0.009072933541201767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02219579418740521,,,,,,,,,,,,,,,,,,,0.010378635362906058,,,,,,,,,,12.95,,,4.53,,,4.54,,,-0.01,,,4.47,,,4.37,,,,,,,,,,,,,,,,,,,,,0.008240099202074929,2006-01,0
2006-01-31,EFA,0,-0.0001590620358652428,-0.006999870453612056,-0.0001590620358652428,0.00929058086140545,5.0,0.0061023972131459825,-0.006261459249011225,0,-0.009449642897270693,next_open_to_next_open,,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0.009072933541201767,,0.09255738759012266,0.0544656694600022,2.0,1.0,0.0416667771437369,0.04401781634827092,3.0,1.0,,,,,,,,,,,,,,,,,,,0.012411177180781493,,,,,,,,,,,,,,,,,,,0.012441434230971854,,,,,,,,,,,,,,,,,,,0.006022312559315445,,,,,,,,,,,,,,,,,,,0.003221685313474306,,,,,,,,,,,,,,,,,,,0.014820450004205649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01669937118982706,,,,,,,,,,,,,,,,,,,0.02219579418740521,,,,,,,,,,,,,,,,,,,0.010378635362906058,,,,,,,,,,12.95,,,4.53,,,4.54,,,-0.01,,,4.47,,,4.37,,,,,,,,,,,,,,,,,,,,,0.008240099202074929,2006-01,0
2006-01-31,GLD,0,-0.01355873296971788,-0.011111129799614039,-0.01355873296971788,-0.004109090072447186,8.0,0.0061023972131459825,-0.019661130182863862,0,-0.009449642897270693,next_open_to_next_open,,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0.014820450004205649,,0.15654163138458,0.11844991325445953,1.0,1.0,0.10794148889935906,0.11029252810389309,1.0,1.0,,,,,,,,,,,,,,,,,,,0.012411177180781493,,,,,,,,,,,,,,,,,,,0.012441434230971854,,,,,,,,,,,,,,,,,,,0.006022312559315445,,,,,,,,,,,,,,,,,,,0.003221685313474306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009072933541201767,,,,,,,,,,,,,,,,,,,0.01669937118982706,,,,,,,,,,,,,,,,,,,0.02219579418740521,,,,,,,,,,,,,,,,,,,0.010378635362906058,,,,,,,,,,12.95,,,4.53,,,4.54,,,-0.01,,,4.47,,,4.37,,,,,,,,,,,,,,,,,,,,,0.008240099202074929,2006-01,0
2006-01-31,IEF,0,-0.0011232634240539996,-0.0010354181316633015,-0.0011232634240539996,0.008326379473216693,6.0,0.0061023972131459825,-0.007225660637199982,0,-0.009449642897270693,next_open_to_next_open,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,0.003221685313474306,,-0.022991829624881333,-0.0610835477550018,9.0,0.0,-0.003459372595442489,-0.001108333390908467,6.0,0.0,,,,,,,,,,,,,,,,,,,0.012411177180781493,,,,,,,,,,,,,,,,,,,0.012441434230971854,,,,,,,,,,,,,,,,,,,0.006022312559315445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014820450004205649,,,,,,,,,,,,,,,,,,,0.009072933541201767,,,,,,,,,,,,,,,,,,,0.01669937118982706,,,,,,,,,,,,,,,,,,,0.02219579418740521,,,,,,,,,,,,,,,,,,,0.010378635362906058,,,,,,,,,,12.95,,,4.53,,,4.54,,,-0.01,,,4.47,,,4.37,,,,,,,,,,,,,,,,,,,,,0.008240099202074929,2006-01,0
2006-01-31,IWM,0,0.0024795975382967406,0.0031788713313427586,0.0024795975382967406,0.011929240435567433,4.0,0.0061023972131459825,-0.003622799674849242,0,-0.009449642897270693,next_open_to_next_open,,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,0.012441434230971854,,0.053362545347240165,0.015270827217119698,4.0,0.0,-0.04348214814227391,-0.04113110893773989,8.0,0.0,,,,,,,,,,,,,,,,,,,0.012411177180781493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006022312559315445,,,,,,,,,,,,,,,,,,,0.003221685313474306,,,,,,,,,,,,,,,,,,,0.014820450004205649,,,,,,,,,,,,,,,,,,,0.009072933541201767,,,,,,,,,,,,,,,,,,,0.01669937118982706,,,,,,,,,,,,,,,,,,,0.02219579418740521,,,,,,,,,,,,,,,,,,,0.010378635362906058,,,,,,,,,,12.95,,,4.53,,,4.54,,,-0.01,,,4.47,,,4.37,,,,,,,,,,,,,,,,,,,,,0.008240099202074929,2006-01,0
2006-01-31,QQQ,0,-0.012218838775291063,-0.021428583571656556,-0.012218838775291063,-0.0027691958780203703,7.0,0.0061023972131459825,-0.018321235988437046,0,-0.009449642897270693,next_open_to_next_open,,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,0.012411177180781493,,0.005016862073150996,-0.03307485605696947,7.0,0.0,-0.11785889370394476,-0.11550785449941073,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012441434230971854,,,,,,,,,,,,,,,,,,,0.006022312559315445,,,,,,,,,,,,,,,,,,,0.003221685313474306,,,,,,,,,,,,,,,,,,,0.014820450004205649,,,,,,,,,,,,,,,,,,,0.009072933541201767,,,,,,,,,,,,,,,,,,,0.01669937118982706,,,,,,,,,,,,,,,,,,,0.02219579418740521,,,,,,,,,,,,,,,,,,,0.010378635362906058,,,,,,,,,,12.95,,,4.53,,,4.54,,,-0.01,,,4.47,,,4.37,,,,,,,,,,,,,,,,,,,,,0.008240099202074929,2006-01,0
2006-01-31,SPY,1,0.0061023972131459825,0.005725535530358705,0.0061023972131459825,0.015552040110416675,3.0,0.0061023972131459825,0.0,0,-0.009449642897270693,next_open_to_next_open,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,0.008240099202074929,1.0,0.03264631212633495,-0.005445406003785513,6.0,0.0,0.004627408654662046,0.006978447859196069,5.0,0.0,,,,,,,,,,,,,,,,,,,0.012411177180781493,,,,,,,,,,,,,,,,,,,0.012441434230971854,,,,,,,,,,,,,,,,,,,0.006022312559315445,,,,,,,,,,,,,,,,,,,0.003221685313474306,,,,,,,,,,,,,,,,,,,0.014820450004205649,,,,,,,,,,,,,,,,,,,0.009072933541201767,,,,,,,,,,,,,,,,,,,0.01669937118982706,,,,,,,,,,,,,,,,,,,0.02219579418740521,,,,,,,,,,,,,,,,,,,0.010378635362906058,,,,,,,,,,12.95,,,4.53,,,4.54,,,-0.01,,,4.47,,,4.37,,,,,,,,,,,,,,,,,,,,,,2006-01,0
2006-01-31,TLT,1,0.010416643329839381,0.011079256047738406,0.010416643329839381,0.019866286227110074,2.0,0.0061023972131459825,0.004314246116693399,1,-0.009449642897270693,next_open_to_next_open,,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,0.006022312559315445,,-0.061408473630330085,-0.09950019176045055,10.0,0.0,-0.03148432305342852,-0.0291332838488945,7.0,0.0,,,,,,,,,,,,,,,,,,,0.012411177180781493,,,,,,,,,,,,,,,,,,,0.012441434230971854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003221685313474306,,,,,,,,,,,,,,,,,,,0.014820450004205649,,,,,,,,,,,,,,,,,,,0.009072933541201767,,,,,,,,,,,,,,,,,,,0.01669937118982706,,,,,,,,,,,,,,,,,,,0.02219579418740521,,,,,,,,,,,,,,,,,,,0.010378635362906058,,,,,,,,,,12.95,,,4.53,,,4.54,,,-0.01,,,4.47,,,4.37,,,,,,,,,,,,,,,,,,,,,0.008240099202074929,2006-01,0
2006-01-31,XLE,0,-0.0826235805821427,-0.09226497433028258,-0.0826235805821427,-0.073173937684872,10.0,0.0061023972131459825,-0.08872597779528868,0,-0.009449642897270693,next_open_to_next_open,,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0.02219579418740521,,0.004009559011546315,-0.03408215911857415,8.0,0.0,0.0250594966552824,0.02741053585981642,4.0,0.0,,,,,,,,,,,,,,,,,,,0.012411177180781493,,,,,,,,,,,,,,,,,,,0.012441434230971854,,,,,,,,,,,,,,,,,,,0.006022312559315445,,,,,,,,,,,,,,,,,,,0.003221685313474306,,,,,,,,,,,,,,,,,,,0.014820450004205649,,,,,,,,,,,,,,,,,,,0.009072933541201767,,,,,,,,,,,,,,,,,,,0.01669937118982706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010378635362906058,,,,,,,,,,12.95,,,4.53,,,4.54,,,-0.01,,,4.47,,,4.37,,,,,,,,,,,,,,,,,,,,,0.008240099202074929,2006-01,0
2006-01-31,XLF,1,0.02601960553122651,0.021283892441710694,0.02601960553122651,0.035469248428497205,1.0,0.0061023972131459825,0.019917208318080526,1,-0.009449642897270693,next_open_to_next_open,,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0.010378635362906058,,0.07123249842842583,0.03314078029830536,3.0,1.0,0.0445195294763876,0.04687056868092162,2.0,1.0,,,,,,,,,,,,,,,,,,,0.012411177180781493,,,,,,,,,,,,,,,,,,,0.012441434230971854,,,,,,,,,,,,,,,,,,,0.006022312559315445,,,,,,,,,,,,,,,,,,,0.003221685313474306,,,,,,,,,,,,,,,,,,,0.014820450004205649,,,,,,,,,,,,,,,,,,,0.009072933541201767,,,,,,,,,,,,,,,,,,,0.01669937118982706,,,,,,,,,,,,,,,,,,,0.02219579418740521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95,,,4.53,,,4.54,,,-0.01,,,4.47,,,4.37,,,,,,,,,,,,,,,,,,,,,0.008240099202074929,2006-01,0
